time,station,rr,substation
2004-01-01T00:00+00:00,14834,,
2004-01-01T00:00+00:00,14912,,
2004-01-01T00:00+00:00,15001,1031.0,
2004-01-01T00:00+00:00,15002,,
2004-01-01T00:00+00:00,15105,1163.0,
2004-01-01T00:00+00:00,15210,776.0,
2004-01-01T00:00+00:00,15300,1223.0,
2004-01-01T00:00+00:00,15310,1541.0,
2004-01-01T00:00+00:00,15320,,
2004-01-01T00:00+00:00,15321,2185.0,
2004-01-01T00:00+00:00,15343,777.0,
2004-01-01T00:00+00:00,15344,,
2004-01-01T00:00+00:00,15402,1002.0,
2004-01-01T00:00+00:00,15410,1960.0,
2004-01-01T00:00+00:00,15411,,
2004-01-01T00:00+00:00,15412,,
2004-01-01T00:00+00:00,15430,,
2004-01-01T00:00+00:00,15501,,
2004-01-01T00:00+00:00,15506,,
2004-01-01T00:00+00:00,15509,,
2004-01-01T00:00+00:00,15515,1241.0,
2004-01-01T00:00+00:00,15610,1124.0,
2004-01-01T00:00+00:00,15640,,
2004-01-01T00:00+00:00,15701,823.0,
2004-01-01T00:00+00:00,15702,,
2004-01-01T00:00+00:00,15711,717.0,
2004-01-01T00:00+00:00,15712,,
2004-01-01T00:00+00:00,15715,989.0,
2004-01-01T00:00+00:00,15721,646.0,
2004-01-01T00:00+00:00,15800,1092.0,
2004-01-01T00:00+00:00,15900,,
2004-01-01T00:00+00:00,15901,,
2004-01-01T00:00+00:00,15905,871.0,
2004-01-01T00:00+00:00,15906,,
2004-01-01T00:00+00:00,15911,,
2004-01-01T00:00+00:00,15912,,
2004-01-01T00:00+00:00,15920,941.0,
2004-01-01T00:00+00:00,16015,817.0,
2004-01-01T00:00+00:00,16101,820.0,
2004-01-01T00:00+00:00,16300,1014.0,
2004-01-01T00:00+00:00,16308,,
2004-01-01T00:00+00:00,16400,862.0,
2004-01-01T00:00+00:00,16401,,
2004-01-01T00:00+00:00,16402,,
2004-01-01T00:00+00:00,16411,1043.0,
2004-01-01T00:00+00:00,16412,901.0,
2004-01-01T00:00+00:00,16413,,
2004-01-01T00:00+00:00,16414,,
2004-01-01T00:00+00:00,16421,966.0,
2004-01-01T00:00+00:00,16430,,
2004-01-01T00:00+00:00,16431,,
2004-01-01T00:00+00:00,16500,881.0,
2004-01-01T00:00+00:00,16501,,
2004-01-01T00:00+00:00,16511,836.0,
2004-01-01T00:00+00:00,16520,908.0,
2004-01-01T00:00+00:00,16521,,
2004-01-01T00:00+00:00,16522,,
2004-01-01T00:00+00:00,16600,752.0,
2004-01-01T00:00+00:00,16601,,
2004-01-01T00:00+00:00,16702,,
2004-01-01T00:00+00:00,16710,,
2004-01-01T00:00+00:00,16711,,
2004-01-01T00:00+00:00,16800,697.0,
2004-01-01T00:00+00:00,16905,,
2004-01-01T00:00+00:00,16906,,
2004-01-01T00:00+00:00,16910,1215.0,
2004-01-01T00:00+00:00,17002,972.0,
2004-01-01T00:00+00:00,17003,,
2004-01-01T00:00+00:00,17004,,
2004-01-01T00:00+00:00,17005,879.0,
2004-01-01T00:00+00:00,17006,,
2004-01-01T00:00+00:00,17100,,
2004-01-01T00:00+00:00,17101,,
2004-01-01T00:00+00:00,17102,,
2004-01-01T00:00+00:00,17301,788.0,
2004-01-01T00:00+00:00,17315,1099.0,
2004-01-01T00:00+00:00,17320,,
2004-01-01T00:00+00:00,17700,853.0,
2004-01-01T00:00+00:00,17701,,
2004-01-01T00:00+00:00,17901,788.0,
2004-01-01T00:00+00:00,18000,,
2004-01-01T00:00+00:00,18001,,
2004-01-01T00:00+00:00,18010,918.0,
2004-01-01T00:00+00:00,18100,,
2004-01-01T00:00+00:00,18111,951.0,
2004-01-01T00:00+00:00,18121,943.0,
2004-01-01T00:00+00:00,18122,,
2004-01-01T00:00+00:00,18210,860.0,
2004-01-01T00:00+00:00,18220,,
2004-01-01T00:00+00:00,18225,940.0,
2004-01-01T00:00+00:00,18231,,
2004-01-01T00:00+00:00,18305,,
2004-01-01T00:00+00:00,18306,,
2004-01-01T00:00+00:00,18402,,
2004-01-01T00:00+00:00,18500,,
2004-01-01T00:00+00:00,18502,,
2004-01-01T00:00+00:00,18600,910.0,
2004-01-01T00:00+00:00,18601,,
2004-01-01T00:00+00:00,18617,,
2004-01-01T00:00+00:00,18621,956.0,
2004-01-01T00:00+00:00,18622,,
2004-01-01T00:00+00:00,18705,845.0,
2004-01-01T00:00+00:00,18805,929.0,
2004-01-01T00:00+00:00,18905,,
2004-01-01T00:00+00:00,18906,1037.0,
2004-01-01T00:00+00:00,19021,870.0,
2004-01-01T00:00+00:00,19201,,
2004-01-01T00:00+00:00,19204,763.0,
2004-01-01T00:00+00:00,19205,853.0,
2004-01-01T00:00+00:00,19505,804.0,
2004-01-01T00:00+00:00,19600,,
2004-01-01T00:00+00:00,19700,1285.0,
2004-01-01T00:00+00:00,19710,1580.0,
2004-01-01T00:00+00:00,19711,,
2004-01-01T00:00+00:00,19715,1548.0,
2004-01-01T00:00+00:00,19720,1530.0,
2004-01-01T00:00+00:00,19800,1601.0,
2004-01-01T00:00+00:00,19821,1326.0,
2004-01-01T00:00+00:00,19911,,
2004-01-01T00:00+00:00,20001,1349.0,
2004-01-01T00:00+00:00,20002,,
2004-01-01T00:00+00:00,20010,1164.0,
2004-01-01T00:00+00:00,20011,,
2004-01-01T00:00+00:00,20020,1199.0,
2004-01-01T00:00+00:00,20021,,
2004-01-01T00:00+00:00,20100,,
2004-01-01T00:00+00:00,20101,1203.0,
2004-01-01T00:00+00:00,20105,,
2004-01-01T00:00+00:00,20123,1266.0,
2004-01-01T00:00+00:00,20200,,
2004-01-01T00:00+00:00,20201,1302.0,
2004-01-01T00:00+00:00,20202,,
2004-01-01T00:00+00:00,20209,,
2004-01-01T00:00+00:00,20212,1016.0,
2004-01-01T00:00+00:00,20213,,
2004-01-01T00:00+00:00,20220,1193.0,
2004-01-01T00:00+00:00,20270,956.0,
2004-01-01T00:00+00:00,20300,1074.0,
2004-01-01T00:00+00:00,20402,,
2004-01-01T00:00+00:00,20403,,
2004-01-01T00:00+00:00,20404,1093.0,
2004-01-01T00:00+00:00,20408,,
2004-01-01T00:00+00:00,20411,,
2004-01-01T00:00+00:00,20412,,
2004-01-01T00:00+00:00,20600,1349.0,
2004-01-01T00:00+00:00,20901,,
2004-01-01T00:00+00:00,20902,648.0,
2004-01-01T00:00+00:00,20903,,
2004-01-01T00:00+00:00,21100,2197.0,
2004-01-01T00:00+00:00,21101,,
2004-01-01T00:00+00:00,21300,1263.0,
2004-01-01T00:00+00:00,1,918.0,10200
2004-01-01T00:00+00:00,2,951.0,9801
2004-01-01T00:00+00:00,3,622.0,1906
2004-01-01T00:00+00:00,4,813.0,5316
2004-01-01T00:00+00:00,5,1478.0,9640
2004-01-01T00:00+00:00,6,1349.0,20001
2004-01-01T00:00+00:00,7,1241.0,15515
2004-01-01T00:00+00:00,8,763.0,19204
2004-01-01T00:00+00:00,9,1504.0,9606
2004-01-01T00:00+00:00,10,1125.0,9700
2004-01-01T00:00+00:00,11,648.0,20902
2004-01-01T00:00+00:00,12,683.0,5870
2004-01-01T00:00+00:00,13,862.0,13701
2004-01-01T00:00+00:00,14,1037.0,12504
2004-01-01T00:00+00:00,15,1372.0,11102
2004-01-01T00:00+00:00,16,1016.0,14801
2004-01-01T00:00+00:00,17,,13301
2004-01-01T00:00+00:00,18,559.0,6101
2004-01-01T00:00+00:00,19,1285.0,19700
2004-01-01T00:00+00:00,20,1120.0,11602
2004-01-01T00:00+00:00,21,1263.0,21300
2004-01-01T00:00+00:00,22,589.0,7704
2004-01-01T00:00+00:00,23,,
2004-01-01T00:00+00:00,24,1038.0,11115
2004-01-01T00:00+00:00,25,1064.0,13515
2004-01-01T00:00+00:00,26,669.0,1601
2004-01-01T00:00+00:00,27,916.0,4801
2004-01-01T00:00+00:00,28,972.0,17002
2004-01-01T00:00+00:00,29,1045.0,6620
2004-01-01T00:00+00:00,30,901.0,16412
2004-01-01T00:00+00:00,31,538.0,5972
2004-01-01T00:00+00:00,32,600.0,5881
2004-01-01T00:00+00:00,33,,
2004-01-01T00:00+00:00,35,1897.0,10002
2004-01-01T00:00+00:00,36,1055.0,7531
2004-01-01T00:00+00:00,37,528.0,2201
2004-01-01T00:00+00:00,38,681.0,14512
2004-01-01T00:00+00:00,39,815.0,11803
2004-01-01T00:00+00:00,40,1081.0,9811
2004-01-01T00:00+00:00,42,1067.0,11901
2004-01-01T00:00+00:00,43,777.0,15343
2004-01-01T00:00+00:00,44,996.0,13120
2004-01-01T00:00+00:00,45,946.0,3501
2004-01-01T00:00+00:00,46,521.0,3805
2004-01-01T00:00+00:00,47,1163.0,15105
2004-01-01T00:00+00:00,48,1016.0,20212
2004-01-01T00:00+00:00,49,697.0,16800
2004-01-01T00:00+00:00,50,675.0,14403
2004-01-01T00:00+00:00,51,584.0,4081
2004-01-01T00:00+00:00,52,478.0,3811
2004-01-01T00:00+00:00,53,836.0,16511
2004-01-01T00:00+00:00,54,870.0,19021
2004-01-01T00:00+00:00,55,788.0,17901
2004-01-01T00:00+00:00,56,853.0,3202
2004-01-01T00:00+00:00,57,829.0,500
2004-01-01T00:00+00:00,58,687.0,13907
2004-01-01T00:00+00:00,59,1084.0,7221
2004-01-01T00:00+00:00,60,1201.0,6415
2004-01-01T00:00+00:00,61,1031.0,15001
2004-01-01T00:00+00:00,62,860.0,18210
2004-01-01T00:00+00:00,63,1101.0,10500
2004-01-01T00:00+00:00,64,817.0,16015
2004-01-01T00:00+00:00,65,,7905
2004-01-01T00:00+00:00,66,788.0,17301
2004-01-01T00:00+00:00,67,497.0,2415
2004-01-01T00:00+00:00,68,1124.0,15610
2004-01-01T00:00+00:00,69,943.0,18121
2004-01-01T00:00+00:00,70,573.0,2503
2004-01-01T00:00+00:00,71,929.0,18805
2004-01-01T00:00+00:00,72,1001.0,7505
2004-01-01T00:00+00:00,73,1005.0,12615
2004-01-01T00:00+00:00,74,1048.0,5312
2004-01-01T00:00+00:00,75,926.0,4501
2004-01-01T00:00+00:00,76,1201.0,11505
2004-01-01T00:00+00:00,77,891.0,1415
2004-01-01T00:00+00:00,78,1002.0,15402
2004-01-01T00:00+00:00,80,953.0,10510
2004-01-01T00:00+00:00,81,445.0,905
2004-01-01T00:00+00:00,82,2185.0,15321
2004-01-01T00:00+00:00,83,1078.0,12301
2004-01-01T00:00+00:00,85,1512.0,12311
2004-01-01T00:00+00:00,86,966.0,16421
2004-01-01T00:00+00:00,87,1091.0,11706
2004-01-01T00:00+00:00,88,1002.0,10415
2004-01-01T00:00+00:00,89,723.0,1920
2004-01-01T00:00+00:00,90,845.0,18705
2004-01-01T00:00+00:00,91,1093.0,20404
2004-01-01T00:00+00:00,92,823.0,15701
2004-01-01T00:00+00:00,93,689.0,5609
2004-01-01T00:00+00:00,94,1043.0,16411
2004-01-01T00:00+00:00,95,956.0,18621
2004-01-01T00:00+00:00,97,,15911
2004-01-01T00:00+00:00,98,717.0,15711
2004-01-01T00:00+00:00,100,1266.0,20123
2004-01-01T00:00+00:00,101,,7011
2004-01-01T00:00+00:00,102,1326.0,19821
2004-01-01T00:00+00:00,103,,18500
2004-01-01T00:00+00:00,104,1406.0,7001
2004-01-01T00:00+00:00,105,665.0,5904
2004-01-01T00:00+00:00,106,876.0,5805
2004-01-01T00:00+00:00,107,457.0,5917
2004-01-01T00:00+00:00,108,1458.0,9919
2004-01-01T00:00+00:00,109,1474.0,9511
2004-01-01T00:00+00:00,111,961.0,4815
2004-01-01T00:00+00:00,112,561.0,7604
2004-01-01T00:00+00:00,113,1040.0,12322
2004-01-01T00:00+00:00,115,820.0,16101
2004-01-01T00:00+00:00,116,1037.0,18906
2004-01-01T00:00+00:00,118,1257.0,12201
2004-01-01T00:00+00:00,119,883.0,14301
2004-01-01T00:00+00:00,120,1302.0,20201
2004-01-01T00:00+00:00,121,,17101
2004-01-01T00:00+00:00,122,1203.0,20101
2004-01-01T00:00+00:00,123,,1903
2004-01-01T00:00+00:00,124,899.0,13116
2004-01-01T00:00+00:00,125,765.0,5725
2004-01-01T00:00+00:00,126,607.0,14602
2004-01-01T00:00+00:00,127,869.0,14821
2004-01-01T00:00+00:00,128,,
2004-01-01T00:00+00:00,129,1678.0,9211
2004-01-01T00:00+00:00,130,804.0,19505
2004-01-01T00:00+00:00,131,1134.0,6300
2004-01-01T00:00+00:00,132,1857.0,9611
2004-01-01T00:00+00:00,133,1515.0,11106
2004-01-01T00:00+00:00,134,470.0,4224
2004-01-01T00:00+00:00,136,599.0,14631
2004-01-01T00:00+00:00,137,,18000
2004-01-01T00:00+00:00,138,542.0,14520
2004-01-01T00:00+00:00,139,764.0,14830
2004-01-01T00:00+00:00,140,,
2004-01-01T00:00+00:00,141,1022.0,4705
2004-01-01T00:00+00:00,142,1336.0,9016
2004-01-01T00:00+00:00,144,,6800
2004-01-01T00:00+00:00,145,1470.0,6304
2004-01-01T00:00+00:00,146,1162.0,11400
2004-01-01T00:00+00:00,147,894.0,12811
2004-01-01T00:00+00:00,148,716.0,1800
2004-01-01T00:00+00:00,149,951.0,18111
2004-01-01T00:00+00:00,150,,18220
2004-01-01T00:00+00:00,151,1368.0,8805
2004-01-01T00:00+00:00,152,491.0,2400
2004-01-01T00:00+00:00,153,1525.0,10111
2004-01-01T00:00+00:00,154,752.0,16600
2004-01-01T00:00+00:00,155,745.0,5410
2004-01-01T00:00+00:00,156,1145.0,12505
2004-01-01T00:00+00:00,157,1147.0,1400
2004-01-01T00:00+00:00,158,495.0,2600
2004-01-01T00:00+00:00,159,897.0,2900
2004-01-01T00:00+00:00,160,799.0,3110
2004-01-01T00:00+00:00,161,997.0,3210
2004-01-01T00:00+00:00,162,941.0,4600
2004-01-01T00:00+00:00,163,1534.0,6510
2004-01-01T00:00+00:00,164,741.0,7640
2004-01-01T00:00+00:00,165,,
2004-01-01T00:00+00:00,166,1466.0,9900
2004-01-01T00:00+00:00,167,1136.0,10400
2004-01-01T00:00+00:00,169,767.0,10530
2004-01-01T00:00+00:00,170,925.0,10600
2004-01-01T00:00+00:00,171,1454.0,11112
2004-01-01T00:00+00:00,172,1729.0,11200
2004-01-01T00:00+00:00,173,2081.0,11300
2004-01-01T00:00+00:00,174,,
2004-01-01T00:00+00:00,175,817.0,11800
2004-01-01T00:00+00:00,176,1403.0,12215
2004-01-01T00:00+00:00,177,978.0,12220
2004-01-01T00:00+00:00,178,,12350
2004-01-01T00:00+00:00,179,1185.0,12711
2004-01-01T00:00+00:00,180,,
2004-01-01T00:00+00:00,181,1175.0,14105
2004-01-01T00:00+00:00,182,,
2004-01-01T00:00+00:00,183,,
2004-01-01T00:00+00:00,184,1099.0,17315
2004-01-01T00:00+00:00,185,853.0,17700
2004-01-01T00:00+00:00,186,1092.0,15800
2004-01-01T00:00+00:00,187,910.0,18600
2004-01-01T00:00+00:00,188,,
2004-01-01T00:00+00:00,189,,
2004-01-01T00:00+00:00,190,,
2004-01-01T00:00+00:00,191,609.0,701
2004-01-01T00:00+00:00,192,1138.0,5112
2004-01-01T00:00+00:00,193,684.0,3702
2004-01-01T00:00+00:00,195,,
2004-01-01T00:00+00:00,196,754.0,14810
2004-01-01T00:00+00:00,197,575.0,7710
2004-01-01T00:00+00:00,198,1193.0,20220
2004-01-01T00:00+00:00,199,,
2004-01-01T00:00+00:00,200,881.0,16500
2004-01-01T00:00+00:00,201,908.0,16520
2004-01-01T00:00+00:00,202,,16710
2004-01-01T00:00+00:00,203,1164.0,20010
2004-01-01T00:00+00:00,204,1029.0,5010
2004-01-01T00:00+00:00,205,2016.0,6610
2004-01-01T00:00+00:00,206,2197.0,21100
2004-01-01T00:00+00:00,210,906.0,14621
2004-01-01T00:00+00:00,212,,
2004-01-01T00:00+00:00,213,1960.0,15410
2004-01-01T00:00+00:00,214,,
2004-01-01T00:00+00:00,215,551.0,2115
2004-01-01T00:00+00:00,216,1869.0,11205
2004-01-01T00:00+00:00,217,802.0,13305
2004-01-01T00:00+00:00,218,539.0,7955
2004-01-01T00:00+00:00,220,,
2004-01-01T00:00+00:00,221,523.0,4030
2004-01-01T00:00+00:00,222,,
2005-01-01T00:00+00:00,500,834.0,
2005-01-01T00:00+00:00,701,646.0,
2005-01-01T00:00+00:00,726,,
2005-01-01T00:00+00:00,901,584.0,
2005-01-01T00:00+00:00,905,512.0,
2005-01-01T00:00+00:00,910,563.0,
2005-01-01T00:00+00:00,1400,1098.0,
2005-01-01T00:00+00:00,1401,,
2005-01-01T00:00+00:00,1415,857.0,
2005-01-01T00:00+00:00,1416,,
2005-01-01T00:00+00:00,1601,791.0,
2005-01-01T00:00+00:00,1602,,
2005-01-01T00:00+00:00,1711,,
2005-01-01T00:00+00:00,1730,,
2005-01-01T00:00+00:00,1800,797.0,
2005-01-01T00:00+00:00,1802,745.0,
2005-01-01T00:00+00:00,1901,,
2005-01-01T00:00+00:00,1903,,
2005-01-01T00:00+00:00,1906,692.0,
2005-01-01T00:00+00:00,1920,850.0,
2005-01-01T00:00+00:00,2114,,
2005-01-01T00:00+00:00,2115,670.0,
2005-01-01T00:00+00:00,2116,,
2005-01-01T00:00+00:00,2117,,
2005-01-01T00:00+00:00,2201,547.0,
2005-01-01T00:00+00:00,2207,,
2005-01-01T00:00+00:00,2400,541.0,
2005-01-01T00:00+00:00,2401,,
2005-01-01T00:00+00:00,2415,602.0,
2005-01-01T00:00+00:00,2430,483.0,
2005-01-01T00:00+00:00,2503,580.0,
2005-01-01T00:00+00:00,2600,552.0,
2005-01-01T00:00+00:00,2601,,
2005-01-01T00:00+00:00,2602,,
2005-01-01T00:00+00:00,2900,809.0,
2005-01-01T00:00+00:00,2902,,
2005-01-01T00:00+00:00,2910,875.0,
2005-01-01T00:00+00:00,3110,929.0,
2005-01-01T00:00+00:00,3111,,
2005-01-01T00:00+00:00,3202,882.0,
2005-01-01T00:00+00:00,3210,1135.0,
2005-01-01T00:00+00:00,3315,,
2005-01-01T00:00+00:00,3400,926.0,
2005-01-01T00:00+00:00,3410,1162.0,
2005-01-01T00:00+00:00,3411,,
2005-01-01T00:00+00:00,3425,,
2005-01-01T00:00+00:00,3501,1096.0,
2005-01-01T00:00+00:00,3520,1154.0,
2005-01-01T00:00+00:00,3605,,
2005-01-01T00:00+00:00,3700,936.0,
2005-01-01T00:00+00:00,3702,828.0,
2005-01-01T00:00+00:00,3805,564.0,
2005-01-01T00:00+00:00,3811,613.0,
2005-01-01T00:00+00:00,4026,,
2005-01-01T00:00+00:00,4030,597.0,
2005-01-01T00:00+00:00,4080,,
2005-01-01T00:00+00:00,4081,739.0,
2005-01-01T00:00+00:00,4115,,
2005-01-01T00:00+00:00,4125,,
2005-01-01T00:00+00:00,4126,,
2005-01-01T00:00+00:00,4221,,
2005-01-01T00:00+00:00,4223,,
2005-01-01T00:00+00:00,4224,523.0,
2005-01-01T00:00+00:00,4305,517.0,
2005-01-01T00:00+00:00,4501,1060.0,
2005-01-01T00:00+00:00,4515,,
2005-01-01T00:00+00:00,4600,1035.0,
2005-01-01T00:00+00:00,4601,,
2005-01-01T00:00+00:00,4611,,
2005-01-01T00:00+00:00,4705,1045.0,
2005-01-01T00:00+00:00,4801,1057.0,
2005-01-01T00:00+00:00,4802,,
2005-01-01T00:00+00:00,4815,1204.0,
2005-01-01T00:00+00:00,4821,,
2005-01-01T00:00+00:00,4900,1143.0,
2005-01-01T00:00+00:00,4905,934.0,
2005-01-01T00:00+00:00,5000,803.0,
2005-01-01T00:00+00:00,5010,1040.0,
2005-01-01T00:00+00:00,5012,1072.0,
2005-01-01T00:00+00:00,5112,1090.0,
2005-01-01T00:00+00:00,5116,,
2005-01-01T00:00+00:00,5130,,
2005-01-01T00:00+00:00,5312,1372.0,
2005-01-01T00:00+00:00,5315,,
2005-01-01T00:00+00:00,5316,1037.0,
2005-01-01T00:00+00:00,5410,1043.0,
2005-01-01T00:00+00:00,5412,,
2005-01-01T00:00+00:00,5413,,
2005-01-01T00:00+00:00,5421,,
2005-01-01T00:00+00:00,5604,,
2005-01-01T00:00+00:00,5606,,
2005-01-01T00:00+00:00,5609,756.0,
2005-01-01T00:00+00:00,5625,1138.0,
2005-01-01T00:00+00:00,5650,1067.0,
2005-01-01T00:00+00:00,5701,,
2005-01-01T00:00+00:00,5720,,
2005-01-01T00:00+00:00,5725,814.0,
2005-01-01T00:00+00:00,5735,,
2005-01-01T00:00+00:00,5802,,
2005-01-01T00:00+00:00,5805,856.0,
2005-01-01T00:00+00:00,5820,,
2005-01-01T00:00+00:00,5870,669.0,
2005-01-01T00:00+00:00,5881,605.0,
2005-01-01T00:00+00:00,5882,,
2005-01-01T00:00+00:00,5901,,
2005-01-01T00:00+00:00,5904,595.0,
2005-01-01T00:00+00:00,5917,521.0,
2005-01-01T00:00+00:00,5925,639.0,
2005-01-01T00:00+00:00,5935,539.0,
2005-01-01T00:00+00:00,5972,554.0,
2005-01-01T00:00+00:00,5990,534.0,
2005-01-01T00:00+00:00,6020,545.0,
2005-01-01T00:00+00:00,6050,,
2005-01-01T00:00+00:00,6101,626.0,
2005-01-01T00:00+00:00,6102,,
2005-01-01T00:00+00:00,6111,,
2005-01-01T00:00+00:00,6300,1216.0,
2005-01-01T00:00+00:00,6304,,
2005-01-01T00:00+00:00,6305,1581.0,
2005-01-01T00:00+00:00,6400,,
2005-01-01T00:00+00:00,6415,1307.0,
2005-01-01T00:00+00:00,6430,,
2005-01-01T00:00+00:00,6501,,
2005-01-01T00:00+00:00,6506,,
2005-01-01T00:00+00:00,6510,1684.0,
2005-01-01T00:00+00:00,6511,,
2005-01-01T00:00+00:00,6512,,
2005-01-01T00:00+00:00,6540,,
2005-01-01T00:00+00:00,6610,2050.0,
2005-01-01T00:00+00:00,6611,2014.0,
2005-01-01T00:00+00:00,6620,1239.0,
2005-01-01T00:00+00:00,6621,,
2005-01-01T00:00+00:00,6800,,
2005-01-01T00:00+00:00,6802,,
2005-01-01T00:00+00:00,6803,,
2005-01-01T00:00+00:00,6804,,
2005-01-01T00:00+00:00,6900,,
2005-01-01T00:00+00:00,6910,,
2005-01-01T00:00+00:00,7001,1541.0,
2005-01-01T00:00+00:00,7002,,
2005-01-01T00:00+00:00,7011,,
2005-01-01T00:00+00:00,7012,1173.0,
2005-01-01T00:00+00:00,7013,,
2005-01-01T00:00+00:00,7110,1912.0,
2005-01-01T00:00+00:00,7220,,
2005-01-01T00:00+00:00,7221,1328.0,
2005-01-01T00:00+00:00,7301,,
2005-01-01T00:00+00:00,7305,,
2005-01-01T00:00+00:00,7400,,
2005-01-01T00:00+00:00,7505,1160.0,
2005-01-01T00:00+00:00,7531,1123.0,
2005-01-01T00:00+00:00,7604,633.0,
2005-01-01T00:00+00:00,7610,1224.0,
2005-01-01T00:00+00:00,7640,859.0,
2005-01-01T00:00+00:00,7641,,
2005-01-01T00:00+00:00,7653,,
2005-01-01T00:00+00:00,7704,664.0,
2005-01-01T00:00+00:00,7710,612.0,
2005-01-01T00:00+00:00,7714,,
2005-01-01T00:00+00:00,7818,,
2005-01-01T00:00+00:00,7890,,
2005-01-01T00:00+00:00,7905,,
2005-01-01T00:00+00:00,7906,605.0,
2005-01-01T00:00+00:00,7912,,
2005-01-01T00:00+00:00,7955,649.0,
2005-01-01T00:00+00:00,7956,,
2005-01-01T00:00+00:00,8301,,
2005-01-01T00:00+00:00,8302,,
2005-01-01T00:00+00:00,8805,1455.0,
2005-01-01T00:00+00:00,8806,,
2005-01-01T00:00+00:00,8807,,
2005-01-01T00:00+00:00,9000,,
2005-01-01T00:00+00:00,9010,,
2005-01-01T00:00+00:00,9016,1529.0,
2005-01-01T00:00+00:00,9019,,
2005-01-01T00:00+00:00,9105,,
2005-01-01T00:00+00:00,9110,,
2005-01-01T00:00+00:00,9111,,
2005-01-01T00:00+00:00,9210,,
2005-01-01T00:00+00:00,9211,1925.0,
2005-01-01T00:00+00:00,9215,1767.0,
2005-01-01T00:00+00:00,9406,,
2005-01-01T00:00+00:00,9450,,
2005-01-01T00:00+00:00,9500,,
2005-01-01T00:00+00:00,9501,,
2005-01-01T00:00+00:00,9511,1537.0,
2005-01-01T00:00+00:00,9512,,
2005-01-01T00:00+00:00,9606,1772.0,
2005-01-01T00:00+00:00,9609,,
2005-01-01T00:00+00:00,9610,,
2005-01-01T00:00+00:00,9611,1943.0,
2005-01-01T00:00+00:00,9618,,
2005-01-01T00:00+00:00,9620,2788.0,
2005-01-01T00:00+00:00,9640,1547.0,
2005-01-01T00:00+00:00,9643,,
2005-01-01T00:00+00:00,9700,1161.0,
2005-01-01T00:00+00:00,9801,965.0,
2005-01-01T00:00+00:00,9811,1180.0,
2005-01-01T00:00+00:00,9900,,
2005-01-01T00:00+00:00,9911,,
2005-01-01T00:00+00:00,9919,1564.0,
2005-01-01T00:00+00:00,9925,,
2005-01-01T00:00+00:00,10002,2055.0,
2005-01-01T00:00+00:00,10005,,
2005-01-01T00:00+00:00,10111,1736.0,
2005-01-01T00:00+00:00,10200,1084.0,
2005-01-01T00:00+00:00,10300,,
2005-01-01T00:00+00:00,10400,1392.0,
2005-01-01T00:00+00:00,10401,,
2005-01-01T00:00+00:00,10412,1630.0,
2005-01-01T00:00+00:00,10415,1172.0,
2005-01-01T00:00+00:00,10500,1044.0,
2005-01-01T00:00+00:00,10508,1095.0,
2005-01-01T00:00+00:00,10510,1055.0,
2005-01-01T00:00+00:00,10530,913.0,
2005-01-01T00:00+00:00,10531,,
2005-01-01T00:00+00:00,10550,1257.0,
2005-01-01T00:00+00:00,10600,961.0,
2005-01-01T00:00+00:00,10601,837.0,
2005-01-01T00:00+00:00,10607,,
2005-01-01T00:00+00:00,10710,,
2005-01-01T00:00+00:00,10720,,
2005-01-01T00:00+00:00,11102,1373.0,
2005-01-01T00:00+00:00,11104,1362.0,
2005-01-01T00:00+00:00,11105,,
2005-01-01T00:00+00:00,11106,1454.0,
2005-01-01T00:00+00:00,11112,1282.0,
2005-01-01T00:00+00:00,11113,,
2005-01-01T00:00+00:00,11114,,
2005-01-01T00:00+00:00,11115,1107.0,
2005-01-01T00:00+00:00,11116,,
2005-01-01T00:00+00:00,11135,1712.0,
2005-01-01T00:00+00:00,11146,,
2005-01-01T00:00+00:00,11200,1890.0,
2005-01-01T00:00+00:00,11203,,
2005-01-01T00:00+00:00,11205,1978.0,
2005-01-01T00:00+00:00,11300,2267.0,
2005-01-01T00:00+00:00,11301,,
2005-01-01T00:00+00:00,11305,1740.0,
2005-01-01T00:00+00:00,11306,,
2005-01-01T00:00+00:00,11311,,
2005-01-01T00:00+00:00,11400,,
2005-01-01T00:00+00:00,11401,,
2005-01-01T00:00+00:00,11402,,
2005-01-01T00:00+00:00,11410,,
2005-01-01T00:00+00:00,11505,1420.0,
2005-01-01T00:00+00:00,11506,,
2005-01-01T00:00+00:00,11601,,
2005-01-01T00:00+00:00,11602,1297.0,
2005-01-01T00:00+00:00,11603,,
2005-01-01T00:00+00:00,11706,1214.0,
2005-01-01T00:00+00:00,11707,,
2005-01-01T00:00+00:00,11800,805.0,
2005-01-01T00:00+00:00,11801,,
2005-01-01T00:00+00:00,11803,822.0,
2005-01-01T00:00+00:00,11804,799.0,
2005-01-01T00:00+00:00,11901,1092.0,
2005-01-01T00:00+00:00,11903,,
2005-01-01T00:00+00:00,12015,,
2005-01-01T00:00+00:00,12016,,
2005-01-01T00:00+00:00,12200,,
2005-01-01T00:00+00:00,12201,1514.0,
2005-01-01T00:00+00:00,12202,,
2005-01-01T00:00+00:00,12203,,
2005-01-01T00:00+00:00,12208,,
2005-01-01T00:00+00:00,12215,1699.0,
2005-01-01T00:00+00:00,12216,,
2005-01-01T00:00+00:00,12220,1076.0,
2005-01-01T00:00+00:00,12231,,
2005-01-01T00:00+00:00,12301,1371.0,
